NAME,KEYWORD,WEBSITE TITLE,WEBSITE LINK,TWITCH PLAYER FOUND,CHANNEL NAME,WIDTH,HEIGHT,MUTED
VALORANT,builds,Best Budget Valorant PC Build for 144+ FPS Gaming,https://premiumbuilds.com/pc-builds/best-budget-valorant-gaming-pc-build/,false,,,,
VALORANT,tier list,Valorant Tier List - Best Agents Ranked (Patch 7.01) - Gamer Tweak,https://gamertweak.com/tier-list-valorant/,false,,,,
VALORANT,builds,ValoPlant - Valorant Strategies and Lineups,https://valoplant.gg/,false,,,,
VALORANT,builds,"Valorant: Fade Guide (Tips, Builds, & Abilities) - Screen Rant",https://screenrant.com/valorant-fade-agent-tips-builds-abilities-guide/,false,,,,
VALORANT,builds,What is Vanguard? - VALORANT Support,https://support-valorant.riotgames.com/hc/en-us/articles/360046160933-What-is-Vanguard-,false,,,,
World of Warcraft,wiki,Class | World of Warcraft Wiki | Fandom,https://worldofwarcraft.fandom.com/et/wiki/Class,false,,,,
World of Warcraft,wiki,World of Warcraft News and Guides - Wowhead,https://www.wowhead.com/,false,,,,
World of Warcraft,wiki,"World of Warcraft - Wikibooks, open books for an open world",https://en.wikibooks.org/wiki/World_of_Warcraft,false,,,,
World of Warcraft,database,ClassicDB | Vanilla WoW Database,https://www.classicdb.com/,false,,,,
World of Warcraft,database,Wow Database,http://www.wowdb.net/,false,,,,
World of Warcraft,database,Search - WoW - World of Warcraft,https://worldofwarcraft.blizzard.com/en-us/search/character,false,,,,
World of Warcraft,database,WoW World of Warcraft TCG card database and search,http://www.wowcards.info/,false,,,,
World of Warcraft,database,Auction House DataBase aka AHDB - World of Warcraft Addons - CurseForge,https://www.curseforge.com/wow/addons/auction-house-database,false,,,,
World of Warcraft,database,WoWDB - World of Warcraft Database,https://www.wowdb.com/,false,,,,
World of Warcraft,database,Cataclysm World of Warcraft Database,http://www.cavernoftime.com/,false,,,,
World of Warcraft,database,WOTLK Database World of Warcraft DB,https://wotlk.evowow.com/,false,,,,
League of Legends,wiki,Leaguepedia | League of Legends Esports Wiki,https://lol.fandom.com/wiki/League_of_Legends_Esports_Wiki,false,,,,
World of Warcraft,database,Items Database WoW | World of Warcraft,https://wowshrine.net/database/items/,false,,,,
League of Legends,wiki,League of Legends | VS Battles Wiki | Fandom,https://vsbattles.fandom.com/wiki/League_of_Legends,false,,,,
World of Warcraft,database,Database WoW | World of Warcraft,https://www.wowshrine.net/database/,false,,,,
World of Warcraft,tier list,Tier Lists (Dragonflight 10.1.5) - World of Warcraft - Icy Veins,https://www.icy-veins.com/wow/tier-lists,false,,,,
League of Legends,wiki,League of Legends,https://www.leagueoflegends.com/en-us/,false,,,,
World of Warcraft,tier list,World of Warcraft Race tier list: Best Alliance & Horde races,https://thegamescabin.com/world-of-warcraft-race-tier-list/,false,,,,
World of Warcraft,tier list,Shadowlands DPS Rankings - WoW 9.2.5 [Tier List] (Aug 2023) - Wowmeta,https://wowmeta.com/shadowlands/rankings/raids/dps-tier-list,false,,,,
World of Warcraft,tier list,"World of Warcraft - Tier lists, Pro Tips and Tricks - Overgear",https://overgear.com/guides/wow/tier-lists/,false,,,,
World of Warcraft,tier list,World of Warcraft Expansion Tier List | WowVendor,https://wowvendor.com/en-us/portal/wow/best-world-of-warcraft-expansion-tier-list/,false,,,,
World of Warcraft,tier list,"Dragonflight DPS Rankings - Aberrus, the Shadowed Crucible - U.GG",https://u.gg/wow/tier-list/dps-rankings/raid,false,,,,
World of Warcraft,tier list,HC Class Tier List - WoW Classic Hardcore - World of Warcraft Forums,https://us.forums.blizzard.com/en/wow/t/hc-class-tier-list/1657760#!,false,,,,
World of Warcraft,tier list,WoW Classic Era DPS Rankings - All Phases - Warcraft Tavern,https://www.warcrafttavern.com/wow-classic/dps-rankings/,false,,,,
World of Warcraft,tier list,Best Classes in Classic Vanilla WoW - Gaming Tier List,https://www.gamingtierlist.com/guides/world-of-warcraft-classic-tier-list-best-classes-in-classic-vanilla-wow/,false,,,,
League of Legends,database,League of legends skin database : Search through all skins - LoLSkinShop,https://lolskinshop.com/league-of-legends-skin-database-search-through-all-skins/,false,,,,
League of Legends,database,LoLProfile: League of Legends Summoner Search & Stats,https://lolprofile.net/,false,,,,
League of Legends,database,OP.GG - The Best LoL Champion Builds and Runes. Summoner Stats and Tier ...,https://na.op.gg/,false,,,,
League of Legends,database,Globalizing Player Accounts | Riot Games Technology,https://technology.riotgames.com/news/globalizing-player-accounts,false,,,,
League of Legends,database,League of Legends Database - Google Sites,https://sites.google.com/site/loldatabaseofficial/,false,,,,
League of Legends,database,League Of Legends Skin List & Database | Rare LoL Skins,https://www.unrankedsmurfs.com/skins,false,,,,
World of Warcraft,builds,The Best WoW Builds for all classes,https://odealo.com/articles/the-best-wow-builds-for-all-classes,false,,,,
League of Legends,database,ChampsDB — League of Legends Champions Database,https://champsdb.gg/,false,,,,
World of Warcraft,builds,Noxxic - WoW Optimization,https://www.noxxic.com/wow,false,,,,
League of Legends,database,About: League of Legends - DBpedia Association,https://dbpedia.org/page/League_of_Legends,false,,,,
World of Warcraft,builds,Subcreation,https://subcreation.net/,false,,,,
World of Warcraft,builds,World of Warcraft PvP and PvE Guides (Dragonflight 10.1) - Murlok.io,https://murlok.io/,false,,,,
League of Legends,tier list,LoL Tier List Patch 13.11 - Best Solo Queue Champions,https://www.proguides.com/leagueoflegends/champions/search,false,,,,
League of Legends,tier list,League of Legends Tier Lists :: Patch 13.16 - MOBAFire,https://www.mobafire.com/league-of-legends/tier-lists,false,,,,
League of Legends,tier list,LoL Champion Tier List Patch 13.10 | MOBA Champion,https://www.mobachampion.com/tier-list/,false,,,,
League of Legends,tier list,"Champion Tier List for Top, Emerald +, Patch 13.16 - OP.GG",https://www.op.gg/champions?hl=en_US,false,,,,
League of Legends,builds,Pros Pro Builds | Mythic Item Builds + Runes from LoL Esports Pros,https://pros.lol/,false,,,,
League of Legends,builds,Europeanbuilds.net - Free Daily Updated League of Legends 13.16 Builds ...,https://europeanbuilds.net/,false,,,,
League of Legends,tier list,LoL Tier List - LoLalytics LoL Tier List for Patch 13.16,https://lolalytics.com/lol/tierlist/,false,,,,
Street Fighter 6,wiki,Street Fighter 6 | Street Fighter Wiki | Fandom,https://streetfighter.fandom.com/wiki/Street_Fighter_6,false,,,,
Street Fighter 6,wiki,Street Fighter 6 - SuperCombo Wiki,https://wiki.supercombo.gg/w/Street_Fighter_6,false,,,,
League of Legends,builds,League of Legends Champion Builds,https://rankedboost.com/league-of-legends/build/,,,,,
Street Fighter 6,wiki,Street Fighter 6 | Capcom,https://www.streetfighter.com/6,false,,,,
Street Fighter 6,database,Street Fighter 6 - PS4 & PS5 Games | PlayStation (Canada),https://www.playstation.com/en-ca/games/street-fighter-6/,false,,,,
Street Fighter 6,database,Street Fighter 6 - Glitchwave,https://glitchwave.com/game/street-fighter-6/,false,,,,
Street Fighter 6,builds,Street Fighter 6 Guide: Your Ultimate Resource | Push Square,https://www.pushsquare.com/guides/street-fighter-6-guide-your-ultimate-resource,false,,,,
Street Fighter 6,builds,Street Fighter 6 - Steam Deck Performance/Settings,https://steamdeckhq.com/game-reviews/street-fighter-6/,false,,,,
Street Fighter 6,builds,"SF6 World Tour Guide: Best gear, money and EXP by chapter",https://www.rgj.com/story/life/2023/06/02/street-fighter-6-world-tour-guide-best-gear-money-and-exp-by-chapter-sf6/70284151007/,false,,,,
Street Fighter 6,builds,"Street Fighter 6 Ranked system explained: Ranks, ranking system ...",https://www.mirror.co.uk/gaming/street-fighter-6-ranked-system-30139633,false,,,,
Street Fighter 6,tier list,Street Fighter 6 character tier list: Best & worst fighters ranked ...,https://www.ggrecon.com/guides/street-fighter-6-character-tier-list/,false,,,,
Street Fighter 6,tier list,Street Fighter 6 Character Tier List | DiamondLobby,https://diamondlobby.com/street-fighter-6/sf6-tier-list/,false,,,,
Street Fighter 6,tier list,'Street Fighter 6' Tier List: All 18 Characters Ranked From ... - Inverse,https://www.inverse.com/gaming/street-fighter-6-character-tier-list-ranked,false,,,,
Street Fighter 6,tier list,Street Fighter 6 Tier List - Pro Tier Lists and All Fighters Ranked,https://www.esports.net/news/fighting-games/street-fighter-tier-list/,false,,,,
Street Fighter 6,tier list,Street Fighter 6 Tier List - tierlista,https://www.tierlista.com/street-fighter-6-tier-list/,false,,,,
Fortnite,wiki,Fortnite Wiki | Fandom,https://fortnite.fandom.com/wiki/Fortnite_Wiki,false,,,,
Fortnite,wiki,Welcome to the Fortnite Wiki - Fandom,https://fortnite-archive.fandom.com/wiki/Fortnite_Wiki,false,,,,
Fortnite,wiki,Power Rankings - Fortnite Esports Wiki,https://fortnite-esports.fandom.com/wiki/Power_Rankings,false,,,,
Fortnite,wiki,Fortnite | Crossover Wiki | Fandom,https://fictionalcrossover.fandom.com/wiki/Fortnite,false,,,,
Fortnite,wiki,Fortnite - Transformers Wiki,https://tfwiki.net/wiki/Fortnite,false,,,,
Fortnite,database,"Fortnite Save the World | Mission Alerts, Stats, Missions, Builds ...",https://fortnitedb.com/,false,,,,
Fortnite,database,Fortnite: Skin Database | skindb.co,https://skindb.co/fortnite,false,,,,
Fortnite,database,Save The World Builds & Loadouts | FortniteDB,https://www.fortnitedb.com/builds,false,,,,
Fortnite,database,"Fortnite Tracker - Fortnite Stats, Leaderboards, & More!",https://fortnitetracker.com/,false,,,,
Fortnite,database,All Fortnite Cosmetics - Fortnite.GG,https://fortnite.gg/cosmetics,false,,,,
Fortnite,database,Player Search - BattleMetrics,https://www.battlemetrics.com/players,false,,,,
Fortnite,database,fnbr.co — Fortnite Cosmetics,https://fnbr.co/,false,,,,
Fortnite,database,Inside Fortnite's Massive Data Analytics Pipeline - Datanami,https://www.datanami.com/2018/07/31/inside-fortnites-massive-data-analytics-pipeline/,false,,,,
Fortnite,database,"Fortnite Skins Database: Bundles, Items, Emotes, Events, Vehicles - Blix",https://blix.gg/skins/skins-fortnite,false,,,,
Fortnite,database,Fortnite Database Recorder Wiki | Fandom,https://fortnite-item-database.fandom.com/wiki/Fortnite_Item_Database_Wiki,false,,,,
Fortnite,database,Fortnite - Statistics & Facts | Statista,https://www.statista.com/topics/5847/fortnite/,false,,,,
Fortnite,database,Epic Games Data Breach: How Fortnite Got Hacked - IDStrong,https://www.idstrong.com/sentinel/why-fortnite-data-breach-is-a-problem-for-all-gamers/,false,,,,
Fortnite,database,Fortnite Skins List - All Characters & Outfits! - Pro Game Guides,https://progameguides.com/fortnite-skins-list/,false,,,,
Fortnite,builds,simplyblk/Fortnitebuilds: The largest Fortnite Builds archive. - GitHub,https://github.com/simplyblk/Fortnitebuilds,false,,,,
Fortnite,database,Hacker site's incriminating database published online by rival group,https://arstechnica.com/information-technology/2019/08/hacker-sites-incriminating-database-published-online-by-rival-group/,false,,,,
Fortnite,database,Understanding latency or ping in Fortnite - Epic Games,https://www.epicgames.com/help/en-US/fortnite-c75/technical-support-c118/understanding-latency-or-ping-in-fortnite-a7617,false,,,,
Fortnite,builds,Fortnite Builds,https://fnbuilds.services/,false,,,,
Fortnite,builds,13 Coolest Builds from Fortnite's Playground Mode | Tom's Guide,https://www.tomsguide.com/us/pictures-story/1546-best-fortnite-playground-mode-builds.html,false,,,,
Fortnite,builds,Fortnite Builds - GitHub Pages,https://crunnie.github.io/FNBuilds/,false,,,,
Fortnite,builds,Fortnite's Zero Build mode is the perfect entry point to the game - Polygon,https://www.polygon.com/23271397/fortnite-zero-build-battle-royale,false,,,,
Fortnite,builds,Fortnite Creative - Getting Started | Epic Developer Community,https://dev.epicgames.com/community/fortnite/getting-started/creative,false,,,,
Fortnite,builds,Fortnite | Download & Play For Free - Epic Games Store,https://store.epicgames.com/en-US/p/fortnite,false,,,,
Fortnite,tier list,The ultimate Fortnite Chapter 2 Season 5 weapon tier list,https://www.fortniteintel.com/the-ultimate-fortnite-chapter-2-season-5-weapon-tier-list/36875/,false,,,,
Fortnite,tier list,Fortnite Tier List (Last Updated September 2022) - TierMaker,https://tierlist.com/fortnite/,false,,,,
Fortnite,tier list,All Fortnite Tier 100 Battle Pass Skins - Chapters 1-4 - Gaming Intel,https://gamingintel.com/fortnite-tier-100-battle-pass-skins/,false,,,,
Tom Clancy's Rainbow Six Siege,wiki,Tom Clancy's Rainbow Six Siege | Rainbow Six Wiki | Fandom,https://rainbowsix.fandom.com/wiki/Tom_Clancy%27s_Rainbow_Six_Siege,false,,,,
Fortnite,tier list,"The 50+ Best 'Fortnite' Players In The World, Ranked By Fans",https://www.ranker.com/list/best-professional-fortnite-players/ranker-games,false,,,,
Tom Clancy's Rainbow Six Siege,wiki,Tom Clancy's Rainbow Six Siege | Ubisoft (US),https://www.ubisoft.com/en-us/game/rainbow-six/siege,false,,,,
Tom Clancy's Rainbow Six Siege,wiki,Category : Tom Clancy's Rainbow Six Siege - Wikimedia,https://commons.wikimedia.org/wiki/Category:Tom_Clancy%27s_Rainbow_Six_Siege,false,,,,
Tom Clancy's Rainbow Six Siege,wiki,A brief history of Tom Clancy's Rainbow Six games — SiegeGG,https://siege.gg/news/2905-a-brief-history-of-tom-clancys-rainbow-six-games,false,,,,
Tom Clancy's Rainbow Six Siege,database,"R6 Stats - R6 Tracker, Leaderboards, & More!",https://r6.tracker.network/,false,,,,
Tom Clancy's Rainbow Six Siege,database,Tom Clancy's Rainbow Six Siege - Steam Charts,https://steamcharts.com/app/359550,false,,,,
Tom Clancy's Rainbow Six Siege,database,Tom Clancy's Rainbow Six Siege Achievements | TrueAchievements,https://www.trueachievements.com/game/Tom-Clancys-Rainbow-Six-Siege/achievements,false,,,,
Tom Clancy's Rainbow Six Siege,database,R6DB | Rainbow Six Siege Stats and Leaderboards,https://r6db.net/,false,,,,
Tom Clancy's Rainbow Six Siege,database,Tom Clancy's Rainbow Six Siege MBTI ... - Personality Database,https://www.personality-database.com/profile?pid=2&cid=11&sub_cat_id=3274,false,,,,
Tom Clancy's Rainbow Six Siege,database,Tom Clancy's Rainbow Six® Siege Ultimate Edition,https://www.microsoft.com/en-us/p/tom-clancys-rainbow-six-siege-ultimate-edition/9n1vmr3cfl3t,false,,,,
Apex Legends,wiki,Apex Legends Wiki,https://apexlegends.fandom.com/wiki/Apex_Legends_Wiki,false,,,,
Apex Legends,wiki,Apex Legends Official Wiki | Fandom,https://apex-legends-official.fandom.com/wiki/Apex_Legends_Official_Wiki,false,,,,
Apex Legends,wiki,Apex Legends - Characters- An Official EA Site - Electronic Arts,https://www.ea.com/games/apex-legends/about/characters,false,,,,
Apex Legends,wiki,Apex Legends - Wikidata,https://www.wikidata.org/wiki/Q61478103,false,,,,
Apex Legends,wiki,Apex Packs Calc + Apex Tools | GotAHopUpHere.com - Zarandona,https://mike.zarandona.com/coded/gotahopuphere/,false,,,,
Tom Clancy's Rainbow Six Siege,builds,The 38 Best Rainbow Six: Siege Tips of 2023 - Lifewire,https://www.lifewire.com/the-xx-best-rainbow-six-siege-tips-of-2019-subtitle-please-add-4584632,false,,,,
Tom Clancy's Rainbow Six Siege,builds,Tom Clancy's Rainbow Six: Siege - Common Sense Media,https://www.commonsensemedia.org/game-reviews/tom-clancys-rainbow-six-siege,false,,,,
Tom Clancy's Rainbow Six Siege,builds,Tom Clancy's Rainbow Six Siege Graphics & Performance Guide,https://www.nvidia.com/en-us/geforce/news/tom-clancys-rainbow-six-siege-graphics-and-performance-guide/,false,,,,
Tom Clancy's Rainbow Six Siege,tier list,Rainbow 6 Siege Tier List [R6 Best And Worst Operators Revealed],https://www.gamersdecide.com/articles/rainbow-6-siege-tier-list-rainbow-6-siege-best-operators,false,,,,
Tom Clancy's Rainbow Six Siege,tier list,Rainbow 6 Siege Tier List 2022 [Rainbow 6 Siege Best Operators],https://gamersdecide.com/articles/rainbow-6-siege-tier-list-rainbow-6-siege-best-operators-5,false,,,,
Apex Legends,database,"Apex Legends Stats, Leaderboards & More! - Apex Legends Tracker",https://apex.tracker.gg/apex/,false,,,,
Tom Clancy's Rainbow Six Siege,tier list,Rainbow 6 Siege Tier List [R6 Best And Worst Operators Revealed],https://server.gamersdecide.com/articles/rainbow-6-siege-tier-list-rainbow-6-siege-best-operators,false,,,,
Apex Legends,database,Player statistics tracker | Apex Legends Status,https://apexlegendsstatus.com/stats/,false,,,,
Apex Legends,database,Weapons | Apex Legends - GameInfo,https://apex.gameinfo.io/en/weapons,false,,,,
Apex Legends,tier list,Apex Legends tier list - the best picks for Switch and mobile,https://www.pockettactics.com/apex-legends/tier-list,false,,,,
Apex Legends,database,Apex Legends: How a video game supported a million concurrent players ...,https://www.datacenterdynamics.com/en/opinions/apex-legends-how-video-game-supported-million-concurrent-players-its-second-day/,false,,,,
Apex Legends,builds,Apex Legends Benchmarks and Gaming PC Build Recommendations - MSI,https://www.msi.com/index.php/blog/benchmarks-and-best-gaming-pc-builds-for-apex-legends,false,,,,
Apex Legends,builds,The Best Squad Builds In Apex Legends - Game Informer,https://www.gameinformer.com/2019/02/06/the-best-squad-builds-in-apex-legends,false,,,,
Apex Legends,builds,Best Pre-Built PCs for Apex Legends in 2020 | Windows Central,https://www.windowscentral.com/best-pre-built-pc-apex-legends,false,,,,
Apex Legends,builds,Best 1080p PC Build to Run Apex Legends at Ultra - Game-Debate,https://www.game-debate.com/games/35851/apex-legends/best-pc-build-for-1080p,false,,,,
Minecraft,wiki,Minecraft Wiki - The Ultimate Resource for Minecraft,https://minecraft.fandom.com/wiki/Minecraft_Wiki,false,,,,
Minecraft,wiki,Welcome to the Minecraft Official Site | Minecraft,https://www.minecraft.net/,false,,,,
Minecraft,wiki,Minecraft | Minecraft Wiki | Fandom,https://minecraft-archive.fandom.com/wiki/Minecraft,false,,,,
Minecraft,wiki,Tetra (Minecraft Mod) Wiki | Fandom,https://tetra.fandom.com/wiki/Tetra_(Minecraft_Mod)_Wiki,false,,,,
Minecraft,wiki,Minecraft CreepyPasta Wiki | Fandom,https://minecraftcreepypasta.fandom.com/wiki/Minecraft_Creepypasta_Wiki,false,,,,
Apex Legends,tier list,Apex Legends Season 18: All Assault Class Legends tier list - Sportskeeda,https://www.sportskeeda.com/esports/apex-legends-season-18-all-assault-class-legends-tier-list,false,,,,
Minecraft,wiki,The Tekkit Classic Wiki | Fandom,https://tekkitclassic.fandom.com/wiki/The_Tekkit_Wiki,false,,,,
Minecraft,wiki,Minecraft Japan Wiki,https://minecraftjapan.miraheze.org/wiki/Minecraft_Japan_Wiki,false,,,,
Minecraft,database,NameMC: Minecraft Names & Skins,https://namemc.com/,false,,,,
Minecraft,database,What is Minecraft's database? - Game Development Stack Exchange,https://gamedev.stackexchange.com/questions/11168/what-is-minecrafts-database,false,,,,
Minecraft,database,"Chunk Base - Minecraft Apps, Mods and Tutorials",https://www.chunkbase.com/,false,,,,
