NAME,KEYWORD,WEBSITE TITLE,WEBSITE LINK,TWITCH PLAYER FOUND,CHANNEL NAME,WIDTH,HEIGHT,MUTED
VALORANT,wiki,VALORANT: Riot Games' competitive 5v5 character-based tactical shooter,https://playvalorant.com/,false,,,,
VALORANT,wiki,Valorant Lore Wiki | Fandom,https://valorant-lore.fandom.com/wiki/Valorant_Lore_Wiki,false,,,,
VALORANT,wiki,VALORANT Wiki - Liquipedia,https://liquipedia.net/valorant/Main_Page,false,,,,
VALORANT,wiki,Valorant Fanon Wiki,https://valorant-fanon.fandom.com/wiki/Valorant_Fanon_Wiki,false,,,,
Grand Theft Auto V,builds,Best PC Builds for GTA V (2022 Requirements Guide) - Build Gaming Computers,https://www.build-gaming-computers.com/gta-v-pc-build.html,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto V — Razed Mods,https://www.razedmods.com/gta-v,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto V | Video games | PC Builds,https://pc-builds.com/games/4w/grand-theft-auto-v,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto V - Rockstar Games,https://www.rockstargames.com/gta-v,false,,,,
Grand Theft Auto V,builds,New SilentPatch builds for Grand Theft Auto! | Silent's Blog,https://cookieplmonster.github.io/2018/05/20/silentpatch-r29/,false,,,,
Grand Theft Auto V,builds,"GTA5-Mods.com - Your source for the latest GTA 5 car mods, scripts ...",https://www.gta5-mods.com/,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto 5's 'next-gen' upgrade is the best version yet - but ...,https://www.eurogamer.net/digitalfoundry-2022-grand-theft-auto-5-ps5-tech-review,false,,,,
Grand Theft Auto V,builds,Best Cars For Customization In GTA Online - Game Rant,https://gamerant.com/gta-online-best-customizable-cars/,false,,,,
Grand Theft Auto V,builds,GTA Online Guides | GTA BOOM,https://www.gtaboom.com/guides/online/,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto V on Steam,https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto 5 Nexus - Mods and Community,https://www.nexusmods.com/gta5,false,,,,
Grand Theft Auto V,builds,Grand Theft Auto V | Rock Paper Shotgun,https://www.rockpapershotgun.com/games/grand-theft-auto-v,false,,,,
Grand Theft Auto V,database,"GTA 5 & GTA Online Vehicles Database: All Cars, Stats & Prices",https://www.gtabase.com/grand-theft-auto-v/vehicles/,false,,,,
Grand Theft Auto V,database,Grand Theft Auto V (SubID 36425) · SteamDB,https://steamdb.info/sub/36425/,false,,,,
Grand Theft Auto V,database,Grand Theft Auto V | Compatibility Database | CodeWeavers,https://www.codeweavers.com/compatibility/crossover/grand-theft-auto-v,false,,,,
Grand Theft Auto V,database,GTA V Vehicle Database - GosuNoob.com,https://www.gosunoob.com/grand-theft-auto-5/vehicle-database/page/2/,false,,,,
Grand Theft Auto V,database,Grand Theft Auto V Game - Family Gaming Database,https://www.taminggaming.com/game/Grand+Theft+Auto+V,false,,,,
Grand Theft Auto V,database,Grand Theft Auto V | Game UI Database,https://www.gameuidatabase.com/gameData.php?id=115,false,,,,
Grand Theft Auto V,database,Grand Theft Auto V (2013) - IGDB.com,https://www.igdb.com/games/grand-theft-auto-v,false,,,,
Grand Theft Auto V,database,GTA5 Dataset | Papers With Code,https://paperswithcode.com/dataset/gta5,false,,,,
Grand Theft Auto V,database,IGCD.net: Vehicles/Cars list for Grand Theft Auto V,https://www.igcd.net/game.php?id=1648166,false,,,,
Grand Theft Auto V,database,"GTA 5 - Internet Movie Firearms Database - Guns in Movies, TV and Video ...",https://www.imfdb.org/index.php?title=GTA_5&redirect=no,false,,,,
Grand Theft Auto V,database,"GTA 5 Mods, Addons and Downloads - GTAinside.com",https://www.gtainside.com/en/gta5mods,false,,,,
Grand Theft Auto V,wiki,"Grand Theft Auto V - Grand Theft Wiki, the GTA wiki",https://www.grandtheftwiki.com/Grand_Theft_Auto_V,false,,,,
Grand Theft Auto V,wiki,Grand Theft Auto V - Wikiwand,https://www.wikiwand.com/en/Grand_Theft_Auto_V,false,,,,
Grand Theft Auto V,wiki,Timeline - Grand Theft Auto V Wiki,https://grandtheftauto-v.fandom.com/wiki/Timeline,false,,,,
Grand Theft Auto V,wiki,Grand Theft Auto V - WikiGTA - The Complete Grand Theft Auto Walkthrough,https://www.en.wikigta.org/wiki/Grand_Theft_Auto_V,false,,,,
Grand Theft Auto V,wiki,Grand Theft Auto V - RPCS3 Wiki,https://wiki.rpcs3.net/index.php?title=Grand_Theft_Auto_V,false,,,,
Grand Theft Auto V,tier list,GTA Tier List Templates - TierMaker,https://tiermaker.com/categories/gta,false,,,,
Grand Theft Auto V,tier list,Create a Grand Theft Auto V Tier List - Tierlist.gg,https://tierlist.gg/grand-theft-auto-v,false,,,,
Grand Theft Auto V,tier list,Racing Tier List - Grand Theft Auto V/Online - RockstarSocialClub.Net,https://www.rockstarsocialclub.net/forums/topic/20799-racing-tier-list/,false,,,,
Grand Theft Auto V,tier list,Grand Theft Auto 5 Tier List Maker - TierLists.com,https://www.tierlists.com/create/grand-theft-auto-5,false,,,,
Grand Theft Auto V,tier list,Every Grand Theft Auto game ranked: Full tier list - Charlie INTEL,https://www.charlieintel.com/ranking-the-gta-games-from-worst-to-best/94485/,false,,,,
VALORANT,database,"Valorant Stats, Leaderboards & More! - Valorant Tracker",https://tracker.gg/valorant,false,,,,
VALORANT,database,Valorant Crosshairs | Best Fun and Pro Crosshairs,https://www.vcrdb.net/,false,,,,
Grand Theft Auto V,tier list,Grand Theft Auto V Tier List Maker - TierLists.com,https://tierlists.com/create/grand-theft-auto-v,false,,,,
VALORANT,database,"Find Valorant Characters, Weapons Or User Profiles - Mobalytics",https://app.mobalytics.gg/valorant/search,false,,,,
VALORANT,database,Valorant Database - A database of everything Valorant,https://www.valorantdatabase.com/,false,,,,
VALORANT,database,Valorant Crosshair Database - valofrags.com,https://www.valofrags.com/pro-crosshairs,false,,,,
VALORANT,database,VALORANT Player Settings & Guides - ProSettings.net,https://prosettings.net/games/valorant/,false,,,,
VALORANT,database,Database - Mandatory.gg,https://www.mandatory.gg/en/valorant/database/,false,,,,
VALORANT,database,Valorant Crosshair Database: How to Find Any Crosshair You Want,https://afkgaming.com/esports/guide/valorant-crosshair-database-how-to-find-any-crosshair-you-want,false,,,,
VALORANT,database,VALORANT Masters 2021: Player & Map Data | Kaggle,https://www.kaggle.com/datasets/jaykumar1607/valorant-masters-2021-player-map-data,false,,,,
VALORANT,database,Valorant DAK.GG - Valorant Stats tracker & Agent tiers,https://dak.gg/valorant/en,false,,,,
VALORANT,database,Valorant VOD Database | GosuGamers,https://www.gosugamers.net/valorant/vods,false,,,,
VALORANT,database,Valorant Player/Agent Stats | VLR.gg,https://www.vlr.gg/stats,false,,,,
VALORANT,database,Valorant Crosshairs | Profile,https://dev.vcrdb.net/profile,false,,,,
VALORANT,database,Valorant - Riot Developer Portal,https://developer.riotgames.com/docs/valorant,false,,,,
VALORANT,tier list,Valorant Agent Tier List Patch 7.04 - METAsrc,https://www.metasrc.com/valorant/tier-list/agents,false,,,,
VALORANT,tier list,Valorant tier list - best agent for patch 7.03 | The Loadout,https://www.theloadout.com/valorant/agent-tier-list,false,,,,
VALORANT,tier list,Valorant Agent Tier List (7.0) by Mobalytics - Mobalytics,https://mobalytics.gg/blog/valorant/valorant-agent-tier-list/,false,,,,
VALORANT,tier list,Valorant tier list - the best agents for ranked Ep 7 Act 1,https://www.pcgamesn.com/valorant/tier-list-best-agents-ranked,false,,,,
VALORANT,tier list,Best VALORANT Agents | Character tier list for VALORANT meta,https://dotesports.com/valorant/news/the-best-agents-in-valorant-ranked,false,,,,
VALORANT,tier list,Valorant Agent Tier List: Best Characters (August 2023),https://beebom.com/valorant-agent-tier-list/,false,,,,
VALORANT,tier list,Valorant tier list - best characters and agents in Episode 7 Act 1,https://www.videogamer.com/guides/valorant-tier-list-best-characters/,false,,,,
VALORANT,tier list,Valorant Agent Tier List: Best Agents For Patch 7.01,https://estnn.com/valorant-agent-tier-list-best-agents-for-patch-7-0/,false,,,,
VALORANT,tier list,Valorant Tier List: All Agents Ranked [Patch 6.11] - eXputer.com,https://exputer.com/guides/tier-lists/valorant-tier-list/,false,,,,
VALORANT,tier list,Valorant Tier List and Most Played Agents - July 2023,https://www.esportstales.com/valorant/tier-list-and-most-played-agents,false,,,,
VALORANT,tier list,All VALORANT ultimate abilities ranked (tier list) - Jaxon,https://www.jaxon.gg/all-valorant-ultimate-abilities-ranked-tier-list/,false,,,,
VALORANT,tier list,Valorant Agent tier list: Best characters to play on patch 7.0,https://www.dexerto.com/valorant/valorant-agent-tier-list-1353988/,false,,,,
VALORANT,tier list,Valorant Agents tier list (August 2023) - The best agents - Gfinity Esports,https://www.gfinityesports.com/valorant/valorant-character-tier-list-best-characters-agents-heroes-project-a/,false,,,,
VALORANT,builds,"Blitz, the best tracker for players to win VALORANT",https://blitz.gg/valorant,false,,,,
VALORANT,builds,Valorant Builder,https://www.valorantbuilder.com/index,false,,,,
